CUST_ID,BALANCE,PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C15166,662.691336,0.0,0.0,967.5940199999999,0.0,0.166667,4,1200.0,107.91646399999999,291.705634,0.0,12
C15167,4587.062247999999,333.28,333.28,77.956377,0.583333,0.083333,1,5000.0,1234.8095369999999,1673.959822,0.0,12
C15171,47.193664,132.0,132.0,0.0,0.166667,0.0,0,2500.0,267.057792,170.357282,0.0,12
C15172,597.6285780000001,1430.0,230.0,2091.0734199999997,0.25,0.416667,8,1500.0,4032.106936,262.88434700000005,0.083333,12
C15177,1083.120149,0.0,0.0,2426.830138,0.0,0.416667,9,1200.0,1481.809323,240.79407,0.1,12
C15178,777.616173,0.0,0.0,1894.377727,0.0,0.083333,2,9000.0,2245.3588579999996,217.63063799999998,0.0,12
C15182,820.700166,0.0,0.0,857.720875,0.0,0.083333,2,1500.0,1892.507498,267.650667,0.11111099999999999,12
C15183,7.6257649999999995,110.68,110.68,0.0,0.166667,0.0,0,4000.0,0.0,,0.0,12
C15189,1280.7321869999998,0.0,0.0,395.725602,0.0,0.166667,4,1500.0,397.461163,380.286525,0.0,12
C15198,39.241601,199.56,199.56,0.0,1.0,0.0,0,3000.0,1558.673423,223.538858,0.25,12
C15199,871.499977,20.0,0.0,197.024597,0.083333,0.333333,5,2000.0,278.265172,277.580245,0.0,12
C15204,1340.671346,0.0,0.0,244.03631800000002,0.0,0.25,3,1500.0,514.124193,519.856738,0.0,12
C15206,43.762299,422.24,75.0,0.0,1.0,0.0,0,3000.0,280.83786000000003,119.087402,0.0,12
C15209,70.976464,0.0,0.0,1880.6593050000001,0.0,0.166667,2,1000.0,1860.536797,69.470274,0.181818,12
C15213,138.459191,327.94,327.94,0.0,1.0,0.0,0,5000.0,188.683162,208.663344,0.0,12
C15214,289.537597,1216.7,0.0,0.0,0.5,0.0,0,5000.0,788.58998,188.958312,0.0,12
C15215,74.755978,553.7,305.0,0.0,0.583333,0.0,0,1000.0,467.131192,169.84053500000002,0.2,12
C15217,51.004807,431.93,431.93,0.0,1.0,0.0,0,4000.0,1089.402716,135.20893999999998,0.3,12
C15223,127.895284,1085.16,950.26,0.0,1.0,0.0,0,1000.0,469.11490499999996,172.662882,0.333333,12
C15224,18.014226,130.5,130.5,0.0,0.75,0.0,0,1500.0,176.874316,151.91591499999998,0.333333,12
C15227,437.73536900000005,483.65,0.0,0.0,0.5,0.0,0,6000.0,1497.949644,211.310481,0.2,12
C15228,1245.9760210000002,0.0,0.0,615.715834,0.0,0.083333,2,1800.0,328.825762,287.194759,0.0,12
C15234,1181.852384,750.78,750.78,18.531069,0.5,0.083333,1,1200.0,1080.501526,1752.604791,0.0,12
C15236,1459.803597,0.0,0.0,218.23429199999998,0.0,0.416667,5,1500.0,436.226459,602.7773440000001,0.0,12
C15240,225.28202400000004,545.68,545.68,0.0,1.0,0.0,0,6500.0,1097.963345,176.797021,0.083333,12
C15247,1117.33657,0.0,0.0,99.31542900000001,0.0,0.25,4,1200.0,272.177301,395.344077,0.0,12
C15249,900.541751,15.8,15.8,0.0,0.25,0.0,0,7000.0,1542.583506,375.12753599999996,0.0,12
C15250,2544.378002,1108.54,0.0,0.0,0.583333,0.0,0,3000.0,524.24945,831.6582400000001,0.0,12
C15254,504.40963099999993,338.9,139.9,0.0,0.416667,0.0,0,2500.0,829.6914009999999,190.314886,0.0,12
C15257,958.920206,66.7,66.7,0.0,0.166667,0.0,0,1000.0,302.65639500000003,800.097611,0.0,12
C15260,385.763111,232.93,0.0,0.0,0.5,0.0,0,2500.0,989.7385320000001,152.762176,0.083333,12
C15264,15.008041,108.95,59.15,0.0,0.5,0.0,0,1500.0,149.85331499999998,131.972396,0.11111099999999999,12
C15265,2106.417286,2151.93,765.26,0.0,0.833333,0.0,0,4200.0,2190.962493,601.921408,0.0,12
C15266,2676.263845,0.0,0.0,2328.859489,0.0,0.083333,1,3500.0,636.709165,558.717246,0.0,12
C15267,500.219415,27.05,27.05,0.0,0.083333,0.0,0,1200.0,104.687781,300.921255,0.0,12
C15268,4128.31155,0.0,0.0,1674.401635,0.0,0.416667,6,5000.0,1082.274035,1107.973906,0.0,12
C15270,10.678353999999999,50.0,0.0,0.0,0.083333,0.0,0,3000.0,71.90595,91.526002,0.0,12
C15271,1273.7316349999999,0.0,0.0,534.2284530000001,0.0,0.166667,3,1500.0,755.5206860000001,568.672226,0.0,12
C15275,1648.7018380000002,740.7,89.8,0.0,0.5,0.0,0,2500.0,885.070007,366.004256,0.0,12
C15276,15.330559,144.64,144.64,0.0,0.666667,0.0,0,1000.0,198.970881,96.044022,0.0,12
C15285,3987.467435,146.53,101.53,2665.3557379999997,0.416667,0.5,8,6000.0,1316.698331,1252.705624,0.0,12
C15286,1606.56766,0.0,0.0,1173.5304449999999,0.0,0.25,3,4500.0,3883.1385189999996,638.672701,0.125,12
C15287,1630.9919929999999,578.9,578.9,145.230653,0.666667,0.083333,1,2500.0,574.051951,940.119465,0.0,12
C15289,1804.4017059999999,40.0,0.0,2392.281584,0.083333,0.25,6,2500.0,2459.3823820000002,679.004285,0.0,12
C15290,1447.267049,0.0,0.0,77.86686800000001,0.0,0.083333,1,1500.0,315.87129,298.701546,0.0,12
C15291,1268.250294,167.0,0.0,1141.77504,0.083333,0.333333,5,1800.0,467.080947,404.439747,0.0,12
C15293,50.853021000000005,428.75,428.75,0.0,1.0,0.0,0,8000.0,319.919021,107.187821,0.090909,12
C15295,157.763858,211.07,0.0,0.0,0.25,0.0,0,1400.0,994.915444,186.548599,0.1,12
C15296,724.854858,185.63,0.0,321.12726299999997,0.25,0.083333,1,1300.0,1474.9299460000002,441.741032,0.083333,12
C15306,1071.748626,0.0,0.0,567.817662,0.0,0.166667,2,3500.0,513.503781,436.11504299999996,0.0,12
C15308,1938.648722,0.0,0.0,2548.837078,0.0,0.333333,5,6000.0,1732.275197,457.524824,0.0,12
C15310,670.8850719999999,341.9,126.72,294.185703,0.833333,0.166667,4,4000.0,409.29211000000004,185.805592,0.0,12
C15314,2135.646123,114.0,0.0,0.0,0.083333,0.0,0,8000.0,577.415935,768.591692,0.0,12
C15317,1436.996287,0.0,0.0,73.568388,0.0,0.25,4,1500.0,292.52134900000004,503.50521200000003,0.0,12
C15321,3497.200665,1350.13,830.33,1938.0088460000002,0.666667,0.166667,3,4000.0,1882.4374469999998,1279.813588,0.0,12
C15322,3720.59375,345.0,345.0,2529.3031260000002,1.0,0.25,7,4500.0,977.2818779999999,1592.2326369999998,0.0,12
C15326,3362.9790479999997,90.0,0.0,2093.951054,0.083333,0.25,3,5000.0,1599.377333,765.036103,0.0,12
C15328,31.980196999999997,300.0,300.0,0.0,0.666667,0.0,0,7500.0,214.796949,99.124898,0.0,12
C15329,1964.369476,0.0,0.0,2706.493856,0.0,0.083333,1,3000.0,636.2244360000001,675.460542,0.0,12
C15333,2266.220776,125.32,0.0,434.011893,0.083333,0.083333,1,3000.0,657.1903070000001,633.3704650000001,0.0,12
C15336,833.541256,0.0,0.0,1422.6373609999998,0.0,0.333333,8,2500.0,180.10440400000002,282.085369,0.0,12
C15342,1529.3187970000001,678.44,678.44,36.989391999999995,0.75,0.083333,1,1500.0,731.943501,1187.72741,0.0,12
C15351,830.51605,1059.04,260.0,0.0,0.5,0.0,0,3000.0,182.53903,400.00556,0.0,12
C15353,77.523872,325.0,325.0,117.402685,0.833333,0.166667,2,6500.0,408.43764500000003,208.322149,0.166667,12
C15355,72.76697,0.0,0.0,952.855308,0.0,0.083333,1,2500.0,945.465018,56.782520999999996,0.090909,12
C15357,1207.768239,0.0,0.0,944.3672619999999,0.0,0.25,8,1200.0,1106.479425,685.694358,0.0,12
C15361,1322.579742,453.0,0.0,0.0,0.5,0.0,0,1800.0,616.31303,317.061706,0.0,12
C15362,1753.27998,245.85,0.0,468.567126,0.333333,0.25,5,1800.0,955.297792,686.6493389999999,0.0,12
C15370,1344.9824449999999,224.54,224.54,0.0,0.5,0.0,0,1500.0,619.0634660000001,678.6358700000001,0.0,12
C15377,30.327329,284.34,284.34,0.0,0.333333,0.0,0,1200.0,269.948292,101.35824000000001,0.272727,12
C15379,805.368458,0.0,0.0,1257.626787,0.0,0.333333,7,1000.0,1515.789235,201.815134,0.083333,12
C15380,638.163467,1202.72,298.52,716.190021,0.833333,0.25,3,3000.0,2857.881585,234.745291,0.166667,12
C15381,264.869295,940.0,0.0,0.0,0.166667,0.0,0,6000.0,753.034035,179.692509,0.0,12
C15382,576.8903740000001,1081.0,0.0,0.0,0.25,0.0,0,6000.0,513.64046,190.606207,0.0,12
C15384,2292.9527329999996,0.0,0.0,523.015459,0.0,0.166667,2,2500.0,976.79165,724.561182,0.0,12
C15386,690.625555,666.6,666.6,0.0,1.0,0.0,0,6000.0,1130.376548,170.144183,0.0,12
C15388,1158.01315,170.0,0.0,299.89919,0.083333,0.25,3,1200.0,525.816276,616.813089,0.0,12
C15392,1793.954788,0.0,0.0,93.199729,0.0,0.083333,1,2500.0,508.613001,481.397375,0.0,12
C15395,385.841997,24.63,24.63,0.0,0.416667,0.0,0,4500.0,1349.938041,203.987924,0.0,12
C15399,1121.018433,0.0,0.0,410.041428,0.0,0.083333,2,1500.0,858.2487689999999,296.752391,0.0,12
C15401,1057.699883,229.74,13.57,768.99315,0.5,0.333333,4,1500.0,307.755667,393.128829,0.0,12
C15404,1191.749595,0.0,0.0,1242.647518,0.0,0.166667,2,2500.0,387.341388,352.084649,0.0,12
C15405,15.577506,143.76,143.76,0.0,1.0,0.0,0,1000.0,124.753548,146.043815,0.3,12
C15406,2.641101,9.68,9.68,0.0,0.083333,0.0,0,8000.0,72.28249699999999,17.530337,0.0,12
C15409,894.3578570000001,1164.0,1164.0,0.0,1.0,0.0,0,2000.0,907.6037230000001,270.413449,0.0,12
C15410,801.7037339999999,387.77,387.77,0.0,0.583333,0.0,0,2500.0,1480.676383,1246.237666,0.0,12
C15417,437.60983200000004,0.0,0.0,1340.127945,0.0,0.166667,3,1200.0,1569.501192,156.935733,0.090909,12
C15418,2701.540547,0.0,0.0,932.3697619999999,0.0,0.25,4,3000.0,1065.255189,1135.449267,0.0,12
C15422,3425.9497619999997,0.0,0.0,2601.134743,0.0,0.416667,7,4000.0,1114.6810169999999,732.984374,0.0,12
C15425,250.258381,486.94,0.0,1131.986387,0.25,0.083333,1,4500.0,2837.08595,130.716778,0.333333,12
C15431,2172.893325,416.74,416.74,0.0,0.416667,0.0,0,3000.0,3905.486286,1080.4806119999998,0.1,12
C15432,1143.333419,0.0,0.0,267.402242,0.0,0.083333,1,2500.0,588.789066,289.050092,0.0,12
C15433,1595.980444,0.0,0.0,138.761295,0.0,0.333333,4,2400.0,351.305519,440.12844900000005,0.0,12
C15439,1102.63215,1409.31,329.13,0.0,0.666667,0.0,0,8500.0,874.024544,274.58203599999996,0.0,12
C15446,536.027158,0.0,0.0,1057.951828,0.0,0.166667,3,1200.0,1326.002237,286.69926,0.0,12
C15451,2786.743524,231.63,145.0,0.0,0.5,0.0,0,3000.0,711.838166,750.333981,0.0,12
C15454,11.116861,168.0,168.0,0.0,1.0,0.0,0,5500.0,154.70519099999999,157.784568,0.083333,12
C15457,13.792103,600.0,0.0,0.0,0.083333,0.0,0,4500.0,607.677726,92.393376,0.0,12
C15459,2116.845833,898.34,898.34,256.376109,0.916667,0.166667,2,2500.0,1786.4973690000002,508.47042300000004,0.0,12
C15464,364.219107,142.52,0.0,654.345476,0.083333,0.25,6,2500.0,621.956899,191.258003,0.0,12
C15466,1173.9498210000002,785.69,0.0,0.0,0.416667,0.0,0,1200.0,473.65912199999997,619.376955,0.0,12
C15467,1543.205532,1027.57,100.0,0.0,0.416667,0.0,0,6000.0,319.878647,443.40636100000006,0.0,12
C15469,467.345479,46.74,46.74,0.0,0.166667,0.0,0,2500.0,122.05417800000001,206.106505,0.0,12
C15472,1952.189994,297.59,198.0,55.219714,0.5,0.166667,2,2500.0,634.7803190000001,658.460719,0.0,12
C15475,1773.484195,0.0,0.0,1578.889669,0.0,0.25,3,3000.0,442.578729,616.532252,0.0,12
C15476,1734.688041,0.0,0.0,158.85196399999998,0.0,0.166667,2,1800.0,363.842433,612.656741,0.0,12
C15477,927.294609,364.74,213.32,0.0,0.75,0.0,0,1000.0,442.17419800000005,711.0240809999999,0.0,12
C15478,1248.193121,40.13,40.13,0.0,0.083333,0.0,0,1750.0,293.330975,343.940892,0.0,12
C15484,692.529504,404.0,0.0,0.0,0.166667,0.0,0,6400.0,787.236366,201.135008,0.0,12
C15485,952.952011,39.58,0.0,663.05871,0.083333,0.083333,3,1800.0,1665.457998,204.226245,0.0,12
C15488,1395.907515,962.12,0.0,0.0,0.583333,0.0,0,1600.0,1081.988109,645.551427,0.0,12
C15495,985.457755,672.31,569.31,0.0,1.0,0.0,0,2500.0,1656.974517,542.14663,0.0,12
C15500,2409.236843,990.15,217.55,0.0,0.75,0.0,0,8000.0,707.712681,606.8999980000001,0.0,12
C15502,21.409828,149.71,149.71,0.0,0.916667,0.0,0,1500.0,141.974905,150.500248,0.166667,12
C15507,868.331112,1167.15,302.87,748.152104,1.0,0.25,4,3000.0,704.323375,240.060933,0.083333,12
C15509,1879.6942620000002,832.67,137.94,0.0,0.583333,0.0,0,2000.0,873.931715,1452.265916,0.0,12
C15511,1235.224095,637.28,627.28,0.0,1.0,0.0,0,1500.0,742.382146,703.203441,0.0,12
C15513,704.910363,500.5,275.0,851.158327,1.0,0.333333,6,1200.0,1713.299924,425.812312,0.0,12
C15514,1340.551352,427.96,96.0,618.344755,0.5,0.166667,4,1500.0,326.956073,472.48684299999996,0.0,12
C15516,182.171771,270.65,225.0,0.0,0.833333,0.0,0,1000.0,216.489485,190.287126,0.0,12
C15520,4375.764064,1016.41,1016.41,252.583938,0.916667,0.083333,1,10000.0,1133.8063220000001,1165.4184300000002,0.0,12
C15521,444.519756,302.4,302.4,1955.5043660000001,0.333333,0.166667,4,3000.0,2579.035502,209.23883899999998,0.166667,12
C15522,1383.72609,0.0,0.0,148.185304,0.0,0.166667,2,1500.0,298.94395699999995,508.05005300000005,0.0,12
C15524,389.835298,0.0,0.0,2101.740346,0.0,0.5,7,3000.0,2236.589562,100.212983,0.0,12
C15525,455.45267800000005,1301.25,0.0,0.0,0.5,0.0,0,1500.0,472.453467,170.192614,0.0,12
C15526,658.6552,629.99,0.0,0.0,0.083333,0.0,0,6000.0,353.862252,247.50018300000002,0.0,12
C15532,2899.781468,223.62,29.68,507.263645,0.333333,0.083333,2,3000.0,1059.352415,683.3727660000001,0.0,12
C15533,1278.829156,0.0,0.0,2425.727213,0.0,0.166667,6,4000.0,445.43617699999993,418.536968,0.0,12
C15535,1859.1653440000002,0.0,0.0,1543.160715,0.0,0.083333,5,3500.0,310.775643,659.586136,0.0,12
C15536,1413.8657380000002,313.03,0.0,1405.693267,0.25,0.166667,3,1800.0,1467.766461,405.632903,0.0,12
C15537,205.409896,0.0,0.0,1903.840296,0.0,0.25,3,1500.0,779.245735,60.582149,0.125,12
C15539,1022.71734,120.09,0.0,0.0,0.083333,0.0,0,2500.0,368.7253,410.92426800000004,0.0,12
C15544,2722.600219,0.0,0.0,234.47364900000002,0.0,0.083333,2,3000.0,638.102089,653.783205,0.0,12
C15546,165.721899,231.51,116.51,0.0,0.833333,0.0,0,4300.0,90.96404799999999,208.147019,0.0,12
C15547,738.656748,0.0,0.0,1417.01143,0.0,0.25,3,3000.0,170.645351,187.555397,0.0,12
C15555,875.649126,0.0,0.0,748.125667,0.0,0.166667,3,1200.0,860.788124,214.67786800000002,0.0,12
C15558,2686.595082,282.52,0.0,0.0,0.416667,0.0,0,3000.0,3747.500925,1248.460984,0.083333,12
C15564,1322.005771,0.0,0.0,159.292225,0.0,0.25,3,1500.0,404.26944199999997,424.15628799999996,0.0,12
C15567,216.71650699999998,0.0,0.0,810.792285,0.0,0.25,3,1800.0,1308.537026,94.70744,0.25,12
C15572,391.755763,575.72,175.0,0.0,0.833333,0.0,0,10500.0,1631.594511,269.31125499999996,0.333333,12
C15577,1039.2561289999999,618.75,618.75,0.0,0.916667,0.0,0,1700.0,202.137436,262.20484,0.0,12
C15579,293.118363,368.91,368.91,683.536421,0.75,0.166667,3,1800.0,1309.489418,195.953485,0.166667,12
C15582,237.435762,1270.32,0.0,438.420213,0.333333,0.166667,2,1800.0,1148.378687,110.25278300000001,0.0,12
C15584,28.593511,258.32,258.32,0.0,0.666667,0.0,0,4000.0,307.750161,161.030353,0.166667,12
C15585,1597.679284,272.4,272.4,0.0,1.0,0.0,0,1550.0,587.710246,1090.811625,0.0,12
C15586,1140.91813,0.0,0.0,1531.1767539999998,0.0,0.333333,6,1800.0,1336.452403,374.45253399999996,0.0,12
C15587,1458.775165,0.0,0.0,1759.295218,0.0,0.333333,10,3500.0,856.740386,379.255051,0.0,12
C15589,1173.112709,823.05,250.0,1000.8696480000001,0.5,0.25,3,1500.0,2049.3450989999997,266.90291,0.0,12
C15590,287.817221,360.0,0.0,0.0,0.083333,0.0,0,3000.0,112.67822199999999,208.247475,0.0,12
C15591,3.8948949999999996,182.49,182.49,0.0,0.916667,0.0,0,1500.0,201.08823999999998,13.88938,0.0,12
C15592,2377.537394,0.0,0.0,2420.59067,0.0,0.166667,3,5000.0,533.940153,826.56466,0.0,12
C15601,2269.073907,284.9,0.0,490.61238099999997,0.166667,0.333333,5,6000.0,559.24901,786.4020780000001,0.0,12
C15602,588.618641,0.0,0.0,36.769821,0.0,0.166667,2,1200.0,1386.88202,232.802183,0.083333,12
C15604,2267.6640079999997,0.0,0.0,76.590404,0.0,0.083333,1,2500.0,597.046672,673.465761,0.0,12
C15608,153.679036,181.81,181.81,0.0,0.833333,0.0,0,1500.0,454.857585,183.013235,0.0,12
C15611,450.74685800000003,194.1,0.0,345.73466099999996,0.166667,0.333333,6,600.0,635.073163,389.795498,0.0,12
C15615,957.010021,604.8,604.8,901.7547089999999,1.0,0.083333,3,1000.0,811.4571900000001,926.0871480000001,0.0,12
C15621,2122.821694,255.34,56.0,1331.769584,0.333333,0.5,7,5000.0,1016.843526,561.912557,0.0,12
C15622,1097.28593,0.0,0.0,37.643260999999995,0.0,0.166667,2,1200.0,236.375748,259.21297999999996,0.0,12
C15623,114.52368200000001,83.0,0.0,69.22803,0.166667,0.166667,2,300.0,196.333324,201.61541699999998,0.083333,12
C15624,298.779514,1205.85,894.88,0.0,0.666667,0.0,0,3000.0,378.768909,130.651802,0.0,12
C15627,1710.9716489999998,2042.5,1042.5,0.0,0.833333,0.0,0,9500.0,1952.923432,387.281405,0.0,12
C15630,358.91553700000003,0.0,0.0,709.485501,0.0,0.166667,5,6400.0,331.996644,137.43958,0.0,12
C15631,1060.420992,480.22,184.59,0.0,1.0,0.0,0,4200.0,2398.956105,342.2675,0.0,12
C15632,1047.854274,384.0,384.0,0.0,1.0,0.0,0,1000.0,530.36208,1127.724623,0.0,12
C15633,842.600625,0.0,0.0,679.67338,0.0,0.333333,7,1200.0,1901.2793199999999,324.801824,0.090909,12
C15634,2344.19277,0.0,0.0,1517.268703,0.0,0.333333,9,3000.0,681.4336519999999,592.032785,0.0,12
C15638,1638.42534,0.0,0.0,37.921481,0.0,0.083333,1,1800.0,459.151425,335.813771,0.0,12
C15652,287.565501,472.32,97.32,1785.926136,0.333333,0.416667,5,1000.0,2022.3020190000002,191.07380600000002,0.333333,12
C15656,471.104779,0.0,0.0,58.192353000000004,0.0,0.25,3,500.0,165.27161,190.841988,0.0,12
C15659,1768.5891629999999,63.7,0.0,0.0,0.083333,0.0,0,2000.0,750.9276120000001,379.079339,0.0,12
C15664,1455.904478,149.0,0.0,1991.844526,0.083333,0.333333,7,2200.0,2326.985125,1115.4447109999999,0.0,12
C15668,2475.507619,569.85,336.81,1909.470528,0.666667,0.25,3,5000.0,672.0488230000001,658.657911,0.0,12
C15673,10.035492,0.0,0.0,139.113927,0.0,0.083333,2,1000.0,154.970698,77.402578,0.0,12
C15683,449.026889,313.2,313.2,0.0,1.0,0.0,0,1000.0,136.096707,217.449281,0.0,12
C15684,2556.292783,0.0,0.0,226.36936200000002,0.0,0.166667,2,6000.0,1311.010857,841.880535,0.0,12
C15688,2059.035678,0.0,0.0,387.757647,0.0,0.083333,1,2500.0,460.005554,754.9826559999999,0.0,12
C15690,91.266202,701.59,0.0,0.0,0.333333,0.0,0,3200.0,812.383013,140.175864,0.1,12
C15692,200.574081,675.9,0.0,0.0,0.416667,0.0,0,7500.0,753.502654,308.604961,0.083333,12
C15695,633.209696,1625.01,459.65,0.0,1.0,0.0,0,2500.0,764.7137190000001,206.988911,0.0,12
C15698,882.715792,120.0,120.0,322.935862,1.0,0.25,4,1000.0,307.584827,249.00592799999998,0.0,12
C15706,701.1356910000001,1004.04,380.04,181.874234,0.416667,0.083333,1,3000.0,359.829195,190.226811,0.0,12
C15708,1175.922628,14.72,0.0,79.252166,0.083333,0.25,3,1200.0,347.568201,463.99251200000003,0.0,12
C15709,4612.147149,0.0,0.0,2260.623056,0.0,0.25,4,6500.0,1210.9845,1565.678756,0.0,12
C15711,26.157304,318.41,253.41,0.0,0.75,0.0,0,5000.0,240.47451800000002,154.2101,0.0,12
C15715,844.230511,615.0,279.0,0.0,0.666667,0.0,0,1500.0,1028.163341,183.039309,0.0,12
C15716,1228.170181,817.94,381.3,0.0,0.666667,0.0,0,1500.0,708.383328,831.4420709999999,0.0,12
C15718,1306.735189,0.0,0.0,256.361633,0.0,0.25,4,5500.0,536.0655879999999,324.670041,0.0,12
C15720,756.573198,1056.64,372.75,548.067443,0.5,0.25,4,1800.0,1597.746211,309.576217,0.083333,12
C15721,1727.516892,624.46,0.0,0.0,0.333333,0.0,0,1800.0,925.227009,865.078504,0.0,12
C15728,3467.6192619999997,468.49,189.99,2493.180667,0.833333,0.5,10,4000.0,1612.002883,898.050967,0.0,12
C15730,387.449138,253.7,0.0,0.0,0.416667,0.0,0,3000.0,198.133653,200.73031,0.0,12
C15732,828.013302,126.48,126.48,0.0,0.25,0.0,0,3000.0,301.728915,224.64117799999997,0.0,12
C15735,1167.254965,499.92,499.92,0.0,1.0,0.0,0,1200.0,897.514706,1358.434639,0.0,12
C15737,2986.070256,178.9,104.0,1948.211838,0.333333,0.416667,10,10000.0,619.0288099999999,1149.24369,0.0,12
C15740,997.9876300000001,952.29,800.0,274.949525,1.0,0.083333,2,1200.0,1273.253687,580.934766,0.0,12
C15744,126.15916499999999,144.9,0.0,0.0,0.25,0.0,0,450.0,1307.853194,1336.106153,0.333333,12
C15746,641.02208,0.0,0.0,180.321494,0.0,0.25,4,1000.0,345.161002,277.7637,0.0,12
C15747,2638.45383,0.0,0.0,262.082802,0.0,0.166667,2,2900.0,642.830286,599.508236,0.0,12
C15748,2800.848284,0.0,0.0,230.34589100000002,0.0,0.166667,2,3000.0,864.931529,1796.44717,0.0,12
C15751,144.006679,45.65,0.0,0.0,0.083333,0.0,0,1000.0,287.56008399999996,177.47534299999998,0.0,12
C15754,3956.0720979999996,82.0,0.0,2113.060571,0.166667,0.25,9,4500.0,811.1190730000001,1325.010085,0.0,12
C15756,2731.319748,0.0,0.0,410.837121,0.0,0.25,3,3000.0,696.542192,761.827013,0.0,12
C15757,1478.069308,0.0,0.0,37.483717999999996,0.0,0.083333,1,1500.0,287.13201000000004,531.6550530000001,0.0,12
C15761,145.379392,0.0,0.0,79.010936,0.0,0.166667,2,1000.0,542.489358,156.265479,0.125,12
C15767,1371.015868,180.0,0.0,0.0,0.166667,0.0,0,3000.0,534.055194,866.123831,0.0,12
C15768,218.35043,54.25,54.25,0.0,0.333333,0.0,0,500.0,704.553221,1722.0573359999999,0.0,12
C15775,501.360034,107.27,0.0,0.0,0.25,0.0,0,7500.0,614.163281,188.03886200000002,0.0,12
C15777,1308.128024,623.03,623.03,0.0,0.916667,0.0,0,1500.0,306.967651,356.08752200000004,0.0,12
C15780,40.778677,100.98,0.0,0.0,0.333333,0.0,0,400.0,227.659466,196.226103,0.0,12
C15786,425.549034,151.68,151.68,0.0,1.0,0.0,0,1000.0,72.454987,270.085264,0.0,12
C15787,907.3710970000001,55.65,55.65,0.0,0.166667,0.0,0,1000.0,416.81811600000003,603.735158,0.0,12
C15789,2828.808139,199.0,199.0,0.0,0.25,0.0,0,8000.0,615.69756,792.533866,0.0,12
C15792,2997.999455,288.4,288.4,931.971634,0.75,0.166667,2,9000.0,1733.213844,705.163246,0.0,12
C15796,1394.245166,684.85,623.0,1574.545965,0.583333,0.416667,9,1500.0,2411.283485,1291.78569,0.090909,12
C15798,294.280019,19.9,0.0,75.25516400000001,0.083333,0.166667,2,1000.0,214.638861,174.577973,0.0,12
C15799,356.669878,0.0,0.0,390.549563,0.0,0.166667,2,1200.0,1936.324445,117.244717,0.28571399999999997,12
C15800,379.198083,40.0,40.0,0.0,0.166667,0.0,0,2900.0,224.790156,212.520426,0.0,12
C15801,264.051708,63.0,0.0,39.762754,0.083333,0.083333,1,5000.0,360.123912,192.075716,0.0,12
C15802,218.894935,568.34,0.0,0.0,0.333333,0.0,0,3000.0,279.74723,241.72339300000002,0.0,12
C15812,880.2596460000001,831.52,222.15,0.0,0.5,0.0,0,1200.0,975.402992,229.25572000000003,0.0,12
C15813,1593.6554230000002,358.7,247.4,618.455892,0.416667,0.25,5,2000.0,467.49985899999996,449.473659,0.0,12
C15816,7.992356,196.66,196.66,0.0,0.166667,0.0,0,7000.0,90.0711,29.862755,0.083333,12
C15817,16.646767999999998,135.28,135.28,0.0,0.5,0.0,0,4000.0,212.02093900000003,142.655139,0.11111099999999999,12
C15821,66.29651700000001,56.44,56.44,0.0,0.333333,0.0,0,1500.0,110.099433,166.020925,0.0,12
C15827,1163.1350109999998,0.0,0.0,884.5060390000001,0.0,0.166667,6,1200.0,222.48519100000001,420.70135199999993,0.0,12
C15829,1298.5398369999998,42.56,42.56,0.0,0.25,0.0,0,1500.0,278.05098599999997,814.495329,0.0,12
C15830,59.614155000000004,438.0,438.0,0.0,1.0,0.0,0,1500.0,525.046566,149.110815,0.090909,12
C15832,391.673369,1944.64,611.26,0.0,0.833333,0.0,0,6000.0,2218.3761640000002,211.58761099999998,0.083333,12
C15833,1190.007646,0.0,0.0,1491.137439,0.0,0.25,4,1500.0,175.509452,546.469472,0.0,12
C15839,121.671833,540.0,0.0,0.0,0.583333,0.0,0,1800.0,238.201855,231.17096800000002,0.28571399999999997,12
C15840,337.269093,0.0,0.0,149.696598,0.0,0.083333,1,1200.0,482.296401,191.122638,0.0,12
C15846,445.17999800000007,0.0,0.0,58.770943,0.0,0.25,3,500.0,197.851349,214.062758,0.0,12
C15848,1337.1337369999999,0.0,0.0,73.35461600000001,0.0,0.083333,1,1500.0,349.862368,350.033702,0.0,12
C15849,487.723632,0.0,0.0,978.210005,0.0,0.083333,1,1500.0,1454.5895189999999,184.288462,0.083333,12
C15850,2487.42306,113.25,113.25,512.5703940000001,0.416667,0.083333,3,2500.0,600.106329,1033.145181,0.0,12
C15854,1380.729836,145.94,0.0,589.017161,0.083333,0.166667,10,1800.0,610.851898,610.2511480000001,0.0,12
C15857,930.3220439999999,444.96,444.96,0.0,1.0,0.0,0,1000.0,630.3023059999999,657.600716,0.0,12
C15859,832.183808,0.0,0.0,1991.951203,0.0,0.333333,9,2500.0,1497.093428,255.621363,0.0,12
C15860,253.36747599999998,626.69,626.69,0.0,0.416667,0.0,0,1500.0,969.151872,176.889617,0.0,12
C15861,2111.244939,147.12,0.0,1578.669085,0.083333,0.166667,5,6500.0,4014.564637,475.89935999999994,0.0,12
